BRC code|species|fam|famA|OrdA|NS|CS|RS|Chg|Hght|Len|P1|P2|LF1|LF2|W|Clone1|Clone2|E1|E2|C|NBI|NEur|SBI|SEur|Origin|GB|IR|CI|Tjan|Tjul|Prec|Co|Br Habitats|L|F|R|N|S|Source for max height|Comment on life form|Comment on clonality|Comment on N and S limits in Europe
0920  2562|limonium_normannicum|Plum|Plum|Cary|N||o||20.0||p||hc||h|0||7|1||1.0|45-50|0.0|45-50||0.0|0.0|4.0|6.1|16.6|836.0||18, 19|9.0|5.0|6.0|3.0|4.0|Stace (1997)|||
0920  1151|limonium_binervosum_agg|Plum|Plum|Cary|NE|VU|r||20.0||p||hc||h|0||7|1|||||||1.0|0.0|0.0|6.0|15.4|844.0|Co|18|9.0|4.0|7.0|3.0|4.0|Stace (1997)|||
0920  2536|limonium_parvum|Plum|Plum|Cary|NE|VU|r||7.0||p||hc||h|0||7|1|||||||1.0|0.0|0.0|5.9|15.8|939.0|Co|18|9.0|3.0|8.0|3.0|4.0|Stace (1997)|||
0920  2537|limonium_procerum|Plum|Plum|Cary|NE||s||50.0||p||hc||h|0||7|1|||||||56.0|11.0|0.0|5.4|15.7|1002.0|Co|18, 19, 21|9.0|3.0|8.0|3.0|5.0|Stace (1997)|||
0920  1152|limonium_binervosum_agg|Plum|Plum|Cary|NE||r||36.0||p||hc||h|0||7|1|||||||8.0|13.0|0.0|4.8|14.7|1163.0|Co|18|9.0|3.0|7.0|3.0|5.0|Stace (1997)|||
0920  1153|limonium_binervosum_agg|Plum|Plum|Cary|NE|VU|r||39.0||p||hc||h|0||7|1|||||||1.0|0.0|0.0|5.6|15.9|1205.0|Co|18|9.0|3.0|8.0|3.0|4.0|Stace (1997)|||
0920  1154|limonium_vulgare|Plum|Plum|Cary|N||n|-0.31|40.0||p||hc||h|0||9|1||0.0|55-60|0.0|<45||231.0|0.0|3.0|4.3|16.0|821.0|Co|21|9.0|8.0|8.0|6.0|6.0|Stace (1997)|||
0920  1155|limosella_aquatica|Scro|Plan|Lami|N||s|1.0|6.0||a||Th||h|Stol2||5|6||0.0|>65|0.0|<45||223.0|13.0|0.0|3.5|15.5|858.0||13|8.0|8.0|5.0|5.0|0.0|Stace (1991)|||
0920  1157|limosella_australis|Scro|Plan|Lami|N|VU|r||4.0||a||Th||h|Stol2||5|0|||||||6.0|0.0|0.0|4.2|14.7|1608.0|Co|21|7.0|9.0|7.0|4.0|1.0|Stace (1991)|||In Europe found only in British Isles
0920  1159|linaria_pelisseriana|Scro|Plan|Lami|AN||||30.0||a||Th||h|0||9|1||||||Eur|12.0|0.0|5.0|4.4|15.9|822.0||3, 16|8.0|3.0|5.0|4.0|0.0|Stace (1991)|||
0920  1160|linaria_purpurea|Scro|Plan|Lami|AN|||3.66|100.0||p||hc||h|0|||||||||Eur|1430.0|72.0|9.0|3.7|15.5|855.0||3, 16, 17|8.0|5.0|7.0|6.0|0.0|Stace (1991)|||
0920  1161|linaria_repens|Scro|Plan|Lami|AR|||0.3|80.0||p||hc||h|Root||7|2|||||||805.0|24.0|5.0|3.7|15.2|1000.0||3, 7|8.0|5.0|7.0|5.0|0.0|Stace (1991)||Clopla1 says that produces buds on roots;  not indicated in GB floras|
0920  1164|linaria_vulgaris|Scro|Plan|Lami|N||n|-0.8|80.0||p||hc||h|Root||5|5||0.0|>65|0.0|<45||1967.0|81.0|11.0|3.6|15.2|935.0||3, 6|7.0|4.0|8.0|6.0|0.0|Stace (1991)||spreading by root buds but not very extensively (CPE);  but probably enough to be 62|
0920  1165|linnaea_borealis|Capr|Capr|Dips|N||s|0.07|10.0||p||Ch||sw|Node2||4|6||0.0|>65|0.0|<45||93.0|0.0|0.0|1.6|12.7|1008.0||2|5.0|5.0|2.0|2.0|0.0|Butcher (1961) - flowering stems|||
0920  1168|linum_bienne|Lina|Lina|Malp|N||n|0.06|45.0||b|p|hc||h|0||9|1||1.0|50-55|0.0|<45||352.0|82.0|12.0|4.8|15.8|914.0||3, 7|8.0|4.0|7.0|5.0|0.0|average of Butcher (1961) and Stace (1991)|According to Stace (1991) not normally annual||
0920  1169|linum_catharticum|Lina|Lina|Malp|N||n|-0.44|18.0||b||hc||h|0||7|3||0.0|>65|0.0|<45||2596.0|875.0|8.0|3.5|14.4|1113.0||7|8.0|5.0|7.0|2.0|0.0|average of Butcher (1961) and Stace (1991)|According to P J Grubb (pers. comm.) never annual;  the books are wrong.||
0920  1167|linum_perenne|Lina|Lina|Malp|N||s|0.43|55.0||p||hc||h|0||5|6||0.0|>65|0.0|<45||58.0|0.0|0.0|3.2|15.3|691.0||7|7.0|3.0|8.0|2.0|0.0|average of Butcher (1961) and Stace (1991)|||
0920  1170|linum_usitatissimum|Lina|Lina|Malp|AN||||72.0||a||Th||h|0|||||||||Gard|918.0|28.0|6.0|3.8|15.7|804.0||3, 4, 17|7.0|4.0|7.0|5.0|0.0|average of Butcher (1961) and Stace (1991)|||
0920  1171|liparis_loeselii|Orch|Orch|Aspa|N|EN|r|-0.38|20.0||p||hc||h|0||7|4|c|0.0|60-65|0.0|<45||26.0|0.0|0.0|3.9|16.1|771.0||11|8.0|8.0|8.0|3.0|0.0|Stace (1997)|||
0920  1172|neottia_cordata|Orch|Orch|Aspa|N||n|-0.32|10.0||p||Gn||h|0||4|6||0.0|>65|0.0|<45||822.0|96.0|0.0|2.4|12.8|1450.0||2, 10, 12|3.0|6.0|2.0|2.0|0.0|Stace (1997)|||
0920  1173|neottia_ovata|Orch|Orch|Aspa|N||n|-0.54|60.0||p||Gn||h|0||5|4||0.0|>65|0.0|<45||1866.0|512.0|3.0|3.6|14.8|1001.0||1, 11|6.0|5.0|7.0|5.0|0.0|Stace (1997)|||
0920   278|lithospermum_arvense|Bora|Bora|Unpl|AR|||-1.91|50.0||a||Th||h|0||8|4|||||||614.0|10.0|2.0|3.7|15.9|755.0||4|8.0|4.0|7.0|5.0|0.0|Stace (1997)|||
0920  1174|lithospermum_officinale|Bora|Bora|Unpl|N||n|-0.59|80.0||p||hc||h|0||7|4||0.0|>65|0.0|<45||660.0|69.0|1.0|3.9|15.8|820.0||1, 3, 7|6.0|5.0|8.0|5.0|0.0|Stace (1997)|||
0920   279|lithospermum_purpureocaeruleum|Bora|Bora|Unpl|N||r|-0.33|60.0||p||Ch|Pn|h|Tip||8|3||1.0|50-55|0.0|<45||25.0|0.0|0.0|4.8|16.3|941.0||1, 3|5.0|4.0|7.0|4.0|0.0|Stace (1997)|The buds for next year's growth are below 25 cm. ||
0920  1175|littorella_uniflora|Plan|Plan|Lami|N||n|0.4|10.0|10.0|p||Hy||h|Stol2||7|2||0.0|>65|0.0|<45||1256.0|426.0|3.0|3.3|13.7|1323.0||11, 13|8.0|10.0|5.0|3.0|0.0|CTW (1962) - leaf length|Submerged in winter;  therefore treated as a hydrophyte.||
0920  1176|lloydia_serotina|Lili|Lili|Lili|N|VU|r||15.0||p||Gb||h|Rhiz1||1|6||0.0|>65|0.0|<45||2.0|0.0|0.0|2.3|12.5|3092.0||15, 16|7.0|5.0|5.0|1.0|0.0|Stace (1997)|||
0920  1177|lobelia_dortmanna|Camp|Camp|Aste|N||n|-0.05||4.0|p||Hy||h|0||4|3||0.0|>65|0.0|<45||570.0|178.0|0.0|3.0|12.9|1635.0||13|8.0|12.0|5.0|1.0|0.0|CTW (1962) - leaf length|||
0920  1178|lobelia_urens|Camp|Camp|Aste|N|VU|r|-0.19|70.0||p||hc||h|0||8|1||1.0|50-55|0.0|<45||12.0|0.0|0.0|4.7|16.1|988.0||8, 10|8.0|8.0|4.0|2.0|0.0|average of CTW (1962) and Stace (1997)|||
0920  1179|lobularia_maritima|Bras|Bras|Bras|AN|||2.34|30.0||a|p|Th|hc|h|0||0|3||||||Eur|738.0|33.0|13.0|4.0|15.7|854.0||18, 19|9.0|3.0|7.0|4.0|3.0|Rich (1991)|Rich (1991) says it can be perennial,||
0920  1180|kalmia_procumbens|Eric|Eric|Eric|N||n|-0.58|25.0||p||Ch||w|Node2||1|6||0.0|>65|0.0|<45||182.0|0.0|0.0|0.9|11.4|1994.0||15|9.0|5.0|2.0|2.0|0.0|Stace (1997)|dwarf shrub||
0920  1182|lolium_multiflorum|Poac|Poac|Poal|AN|||-1.06|100.0||a|b|Th|hc|h|0|||||||||Eur|2069.0|340.0|10.0|3.6|14.9|968.0||5|7.0|5.0|7.0|7.0|0.0|Stace (1997)|According to Stace (1991), it is annual or biennial||
0920  1183|lolium_perenne|Poac|Poac|Poal|N||n|-0.29|50.0||p||hc||h|0gr||8|3||0.0|60-65|0.0|<45||2743.0|964.0|14.0|3.6|14.5|1096.0||3, 5, 6|8.0|5.0|6.0|6.0|0.0|Stace (1997)|||
0920  1185|lolium_temulentum|Poac|Poac|Poal|AR|||-4.05|90.0||a||Th||h|0|||||||||Eur|341.0|37.0|7.0|4.0|15.6|855.0||4|7.0|4.0|8.0|7.0|0.0|Sell & Murrell (1996)|||
0920  1188|lonicera_periclymenum|Capr|Capr|Dips|N||n|-0.11|600.0||p||Ph||w|0|Node2|8|2||0.0|>65|0.0|<45||2622.0|943.0|14.0|3.6|14.5|1102.0||1|5.0|6.0|5.0|5.0|0.0|CTW (1962)||Difficult to classify;  clonal spread in moist acid woods, much less in others|
0920  1189|lonicera_xylosteum|Capr|Capr|Dips|AN|||0.58|200.0||p||Pn||w|0||7|4||||||Eur, As1|242.0|16.0|0.0|3.4|15.2|874.0||1, 3|5.0|5.0|7.0|6.0|0.0|Stace (1997)|||
0920  1190|lotus_angustissimus|Faba|Faba|Faba|N||s|-0.23|30.0||a||Th||h|0||8|3||0.0|50-55|0.0|<45||55.0|0.0|12.0|5.7|16.2|952.0||8|8.0|3.0|4.0|3.0|0.0|Stace (1997)|||
0920  1191|lotus_corniculatus|Faba|Faba|Faba|N||n|1.09|40.0||p||hc||h|0||8|5||0.0|>65|0.0|<45||2801.0|975.0|14.0|3.5|14.5|1104.0||6, 7|7.0|4.0|6.0|2.0|1.0|CTW (1962)|||
0920  1193|lotus_tenuis|Faba|Faba|Faba|N||n|-0.55|90.0||p||hc||h|0||8|3||0.0|55-60|0.0|<45||509.0|0.0|4.0|3.9|16.1|732.0||3, 6, 7|7.0|7.0|7.0|5.0|1.0|CTW (1962)|||
0920  1194|lotus_pedunculatus|Faba|Faba|Faba|N||n|-0.06|60.0||p||hc||h|0|Rhiz1|7|3||0.0|55-60|0.0|<45||2380.0|729.0|13.0|3.6|14.7|1072.0||11|7.0|8.0|6.0|4.0|0.0|CTW (1962)||sometimes clonal, by means of 'stolons' (CPE) (presumed here to be underground) |
0920  1192|lotus_subbiflorus|Faba|Faba|Faba|N||s|0.22|30.0||a||Th||h|0||8|2||1.0|50-55|0.0|<45||86.0|8.0|14.0|5.8|16.0|987.0||8|7.0|5.0|6.0|5.0|0.0|Stace (1997)|||
0920  1042|ludwigia_palustris|Onag|Onag|Myrt|N||r|0.19|15.0||a|p|Th|Hy|h|Node2||8|3||0.0|50-55|0.0|<45||11.0|0.0|3.0|4.6|16.6|812.0||13|8.0|9.0|4.0|4.0|0.0|Butcher (1961) - also estimatedcanopy height|on mud normally annual (P & C 1994)||
0920  1196|lupinus_arboreus|Faba|Faba|Faba|AN|||1.84|200.0||p||Pn||w|0|||||||||Am4|341.0|21.0|11.0|4.2|15.7|825.0||3, 19|9.0|4.0|7.0|3.0|0.0|Stace (1991)|||
0920  2428|lupinus_polyphyllus|Faba|Faba|Faba|AN||||150.0||p||hc||h|0|||||||||Am4|215.0|3.0|1.0|3.2|15.2|828.0||3, 14, 17|7.0|5.0|5.0|5.0|0.0|Stace (1997)|||
0920  1198|luronium_natans|Alis|Alis|Alis|N||s|0.24||50.0|p||Hy||h|Stol2||7|2||0.0|55-60|0.0|<45||91.0|3.0|0.0|3.3|14.7|1229.0||13, 14|8.0|11.0|5.0|3.0|0.0|CTW (1962)|||
0920  1199|luzula_arcuata|Junc|Junc|Poal|N||r|-0.43|10.0||p||hc||h|Rhiz1||1|3||0.0|>65|1.0|55-60||22.0|0.0|0.0|0.0|10.8|2044.0||15, 16|9.0|5.0|2.0|2.0|0.0|Stace (1997)|||
0920  1201|luzula_campestris|Junc|Junc|Poal|N||n|-0.18|15.0||p||hc||h|Rhiz2||7|3||0.0|60-65|0.0|<45||2725.0|835.0|14.0|3.5|14.5|1100.0||6|7.0|4.0|5.0|2.0|0.0|Stace (1997)|||
0920  1202|luzula_forsteri|Junc|Junc|Poal|N||n|0.25|35.0||p||hc||h|0gr||9|2||1.0|50-55|0.0|<45||309.0|0.0|5.0|4.2|16.2|859.0||1|4.0|4.0|5.0|2.0|0.0|Stace (1997)|||
0920  1204|luzula_multiflora|Junc|Junc|Poal|N||n|0.28|50.0||p||hc||h|0gr||3|6||0.0|>65|0.0|<45||2451.0|834.0|7.0|3.5|14.3|1148.0||8|7.0|6.0|3.0|3.0|0.0|average of CTW (1962) and Stace (1997)|||
0920  1206|luzula_pallidula|Junc|Junc|Poal|N|VU|r||30.0||p||hc||h|0gr||5|5|c|0.0|>65|0.0|45-50||2.0|0.0|0.0|3.4|16.3|553.0||1, 11|7.0|7.0|5.0|2.0|0.0|Stace (1997)|||
0920  1207|luzula_pilosa|Junc|Junc|Poal|N||n|-0.35|32.0||p||hc||h|0gr||5|4||0.0|>65|0.0|<45||2132.0|266.0|1.0|3.2|14.4|1127.0||1, 2|5.0|5.0|5.0|3.0|0.0|average of CTW (1962) and Stace (1997)|||
0920  1208|luzula_spicata|Junc|Junc|Poal|N||n|-0.72|25.0||p||hc||h|Rhiz1||1|3||0.0|>65|0.0|<45||189.0|0.0|0.0|1.0|11.5|2085.0||7, 15, 16|8.0|5.0|3.0|2.0|0.0|average of CTW (1962) and Stace (1997)|||
0920  1209|luzula_sylvatica|Junc|Junc|Poal|N||n|-0.02|80.0||p||hc||h|Rhiz1||7|3||0.0|>65|0.0|<45||2058.0|621.0|4.0|3.3|14.1|1208.0||1, 16|5.0|5.0|4.0|4.0|0.0|Stace (1997)|||
0920  2221|silene_suecica|Cary|Cary|Cary|N|VU|r||20.0||p||Ch||h|0||2|3||0.0|>65|0.0|<45||2.0|0.0|0.0|0.5|12.0|1640.0||15|8.0|3.0|4.0|2.0|0.0|Stace (1997)|||
0920  1210|silene_flos_cuculi|Cary|Cary|Cary|N||n|-0.79|75.0||p||hc||h|0||7|4||0.0|>65|0.0|<45||2569.0|765.0|9.0|3.5|14.5|1095.0||11|7.0|9.0|6.0|4.0|0.0|Stace (1997)|||
0920  2222|lychnis_viscaria|Cary|Cary|Cary|N|VU|r|0.01|45.0||p||Ch||h|0||7|4|c|0.0|>65|0.0|<45||28.0|0.0|0.0|2.2|13.8|926.0||16|8.0|3.0|4.0|2.0|0.0|average of Butcher (1961) and Stace (1991)|A chamaephyte;  the overwintering bits are well below 25 cm.||
0920  5051|lycium|Sola|Sola|Sola|AN|||0.13|250.0||p||Pn||w|Root|||||||||As|1104.0|68.0|9.0|3.8|15.7|784.0||3, 19|8.0|5.0|7.0|4.0|0.0|Stace (1997)|||
0920  1212|lycium_barbarum|Sola|Sola|Sola|AN||||250.0||p||Pn||w|Root|||||||||As||||||||3, 19|8.0|5.0|7.0|4.0|0.0|Stace (1997)|||
0920  1211|lycium_chinense|Sola|Sola|Sola|AN||||250.0||p||Pn|Ph|w|Root|||||||||As||||||||3, 19|8.0|5.0|7.0|4.0|1.0|Stace (1997)|||
0920  4359|lycopersicon_esculentum|Sola|Sola|Sola|AN||||150.0||a||Th||h|0|||||||||SAm|523.0|41.0|9.0|4.0|15.6|876.0||17|7.0|5.0|7.0|8.0|0.0|"75% of Stace (1997) - ""decumbent or scrambling"""|||
0910  1216|lycopodiella_inundata|Lyco|Lyco|Lyco|N||s|-0.65|5.0||p||Ch||h|Node1||5|3||0.0|>65|0.0|<45||233.0|18.0|0.0|3.5|14.9|1122.0||10, 12|9.0|9.0|2.0|1.0|0.0|Page (1997)|||
0910  1214|lycopodium_annotinum|Lyco|Lyco|Lyco|N||s|-0.38|10.0||p||Ch||sw|Node2||2|6||0.0|>65|0.0|<45||171.0|0.0|0.0|0.7|11.7|1760.0||10, 15|6.0|6.0|3.0|3.0|0.0|Page (1997)|||
0910  1215|lycopodium_clavatum|Lyco|Lyco|Lyco|N||n|-0.52|15.0||p||Ch||sw|Node2||5|6||0.0|>65|0.0|<45||948.0|81.0|0.0|2.4|13.3|1368.0||10|7.0|5.0|1.0|2.0|0.0|Hutchinson & Thomas (1996)|||
0920  1219|lycopus_europaeus|Lami|Lami|Lami|N||n|-0.01|100.0||p||hc||h|Rhiz1||7|4||0.0|60-65|0.0|<45||1689.0|347.0|8.0|3.8|15.2|995.0||11|7.0|8.0|7.0|6.0|0.0|Stace (1997)|||
0920  2619|lysichiton_americanus|Arac|Arac|Alis|AN||||110.0||p||hc||h|Rhiz1|||||||||Am4|174.0|24.0|0.0|3.9|15.1|1073.0||13, 14|4.0|9.0|6.0|8.0|0.0|average of CTW (1962) and Stace (1997) - leaf length|||
0920  1221|lysimachia_nemorum|Prim|Prim|Eric|N||n|-0.46|20.0||p||Ch|hc|h|Node2||7|2||0.0|60-65|0.0|<45||2217.0|740.0|3.0|3.4|14.4|1150.0||1|5.0|7.0|4.0|5.0|0.0|CTW (1962) - decumbent, take half stem length|classified as Veronica chamaedrys||
0920  1222|lysimachia_nummularia|Prim|Prim|Eric|N||n|-0.02|5.0||p||hc|Ch|h|Node2||7|3||0.0|55-60|0.0|<45||1266.0|227.0|3.0|3.7|15.5|895.0||6, 11, 14|5.0|7.0|5.0|5.0|0.0|estimated canopy height (MOH)|classified as Anagallis tenella||
0920  1223|lysimachia_punctata|Prim|Prim|Eric|AN|||4.62|120.0||p||hc||h|Rhiz1|||||||||Eur|1127.0|48.0|0.0|3.5|15.1|999.0||1, 3, 17|6.0|6.0|7.0|5.0|0.0|Stace (1997)|||
0920  1350|lysimachia_thyrsiflora|Prim|Prim|Eric|N||s|0.38|70.0||p||hc|Hy|h|Rhiz2||4|6||0.0|>65|0.0|<45||51.0|0.0|0.0|2.7|14.2|1200.0||11, 13|8.0|10.0|4.0|3.0|0.0|Stace (1997)|||
0920  1225|lysimachia_vulgaris|Prim|Prim|Eric|N||n|0.22|105.0||p||hc||h|Rhiz2||7|5||0.0|>65|0.0|<45||1227.0|288.0|0.0|3.7|15.2|943.0||11|7.0|9.0|7.0|5.0|0.0|average of Butcher (1961) and Stace (1991)|||
0920  1226|lythrum_hyssopifolium|Lyth|Lyth|Myrt|AR|VU||-1.12|15.0||a||Th||h|0||8|4|||||||112.0|3.0|8.0|3.9|16.0|777.0||4|8.0|6.0|6.0|4.0|0.0|Butcher (1961) - stem height|||
0920  1444|lythrum_portula|Lyth|Lyth|Myrt|N||n|0.32|8.0||a||Th|Hz|h|0|Node1|7|3||0.0|60-65|0.0|<45||1262.0|321.0|7.0|3.8|14.8|1084.0||11, 13|8.0|9.0|5.0|3.0|0.0|Butcher (1961) - half prostrate stem length|normally on mud exposed in summer (P & C 1994)||
0920  1227|lythrum_salicaria|Lyth|Lyth|Myrt|N||n|-0.08|120.0||p||hc||h|0||7|5||0.0|>65|0.0|<45||1692.0|827.0|8.0|4.0|15.0|1024.0||11|7.0|9.0|7.0|5.0|0.0|CTW (1962)|||
0920  1228|mahonia_aquifolium|Berb|Berb|Ranu|AN|||1.61|150.0||p||Pn||w|Rhiz2|||||||||Am4|991.0|4.0|2.0|3.4|15.6|786.0||1, 3|5.0|4.0|6.0|5.0|0.0|Stace (1991)|||
0920  1229|maianthemum_bifolium|Lili|Rusc|Aspa||VU|r|0.32|20.0||p||Gn||h|Rhiz2||5|5|c|0.0|>65|0.0|<45||4.0|0.0|0.0|2.9|15.0|753.0||1, 2|3.0|5.0|3.0|3.0|0.0|Stace (1997)|||
0920  1230.1|malus_pumila|Rosa|Rosa|Rosa|AR||||1000.0||p||Ph||w|0|||||||||Gard|1532.0|327.0|8.0|3.7|15.0|975.0||3|7.0|5.0|6.0|7.0|0.0|Stace (1991)|||
0920  1230|malus_sylvestris_sens.lat.|Rosa|Rosa|Rosa|N||n|0.57|1000.0||p||Ph||w|0||7|3||0.0|>65|0.0|<45||2023.0|598.0|11.0|3.7|15.0|975.0||1, 3|7.0|5.0|6.0|6.0|0.0|Stace (1991)|||
0920  1230.2|malus_sylvestris_sens.str.|Rosa|Rosa|Rosa|N||n||1000.0||p||Ph||w|0||7|3|||||||1335.0|218.0|0.0|3.7|15.1|964.0||3|7.0|5.0|6.0|6.0|0.0|Stace (1991)|||
0920  1232|malva_moschata|Malv|Malv|Malv|N||n|-0.04|80.0||p||hc||h|0||7|3||1.0|55-60|0.0|<45||1423.0|0.0|10.0|3.7|15.6|871.0||6|7.0|3.0|7.0|4.0|0.0|Stace (1997)|||
0920  1233|malva_neglecta|Malv|Malv|Malv|AR|||-0.22|60.0||a||Th||h|0||7|3|||||||1196.0|70.0|14.0|3.8|15.7|781.0||3|7.0|4.0|8.0|7.0|0.0|CTW (1962)|||
0920  1235|malva_pusilla|Malv|Malv|Malv|AN||||50.0||a||Th||h|0||7|5|c|||||Eur, As|107.0|6.0|1.0|4.1|16.0|788.0||3, 17, 19|8.0|5.0|5.0|5.0|0.0|Stace (1997), similar to M. parviflora|||
0920  1236|malva_sylvestris|Malv|Malv|Malv|AR|||-0.3|150.0||p||hc||h|0||8|4|||||||1788.0|354.0|14.0|3.8|15.3|899.0||3, 17|8.0|4.0|8.0|7.0|0.0|MOH personal observation;  biggest in Cambridge to 2.3 m|||
0920  1238|marrubium_vulgare|Lami|Lami|Lami|N||s|-2.02|60.0||p||hc||h|Rhiz1||8|4||0.0|55-60|0.0|<45||46.0|0.0|0.0|4.6|16.1|861.0||7|9.0|5.0|7.0|8.0|0.0|Stace (1997)|||
0920  1242|matricaria_discoidea|Aste|Aste|Aste|AN|||-0.49|35.0||a||Th||h|0|||||||||As2?, Am?|2677.0|945.0|14.0|3.6|14.5|1086.0||3, 4|7.0|5.0|7.0|7.0|0.0|Stace (1997)|||
0920  1239|matricaria_recutita|Aste|Aste|Aste|AR|||0.92|60.0||a||Th||h|0||8|3|||||||1588.0|51.0|11.0|3.7|15.5|868.0||3, 4|7.0|5.0|7.0|7.0|0.0|Stace (1997)|||
0910  2504|matteuccia_struthiopteris|Wood|Wood|Poly|AN||||60.0||p||hc||h|0||4|6|c|||||NHem|74.0|4.0|0.0|3.2|14.7|1108.0||1|5.0|8.0|7.0|7.0|0.0|Hutchinson & Thomas (1996)|||
0920  1244|matthiola_incana|Bras|Bras|Bras|AN|||0.75|80.0||p||Pn||sw|0||9|1||||||Eur|107.0|2.0|6.0|5.0|15.9|874.0|Co|18, 19|9.0|3.0|8.0|2.0|3.0|Rich (1991)|||
0920  1245|matthiola_sinuata|Bras|Bras|Bras||VU|r||60.0||b||hc||h|0||9|1||1.0|50-55|0.0|<45||19.0|8.0|6.0|5.4|15.6|1089.0|Co|18, 19|9.0|3.0|7.0|2.0|1.0|Stace (1991)|||
0920  1246|meconopsis_cambrica|Papa|Papa|Ranu|N||s|2.36|60.0||p||hc||h|0||5|1||1.0|55-60|0.0|<45||54.0|77.0|0.0|3.5|14.0|1321.0||1|4.0|5.0|7.0|5.0|0.0|Stace (1997)|||
0920  1247|medicago_arabica|Faba|Faba|Faba|N||n|0.69|60.0||a||Th||h|0||9|2||1.0|50-55|0.0|<45||744.0|0.0|14.0|4.2|16.2|781.0||3, 17|7.0|5.0|6.0|5.0|0.0|Stace (1997)|||
0920  1250|medicago_lupulina|Faba|Faba|Faba|N||n|-0.43|50.0||a|p|Th|hc|h|0||7|4||0.0|>65|0.0|<45||2064.0|686.0|13.0|3.8|15.0|963.0||7, 17|7.0|4.0|8.0|4.0|0.0|CTW (1962)|The books say annual or short-lived perennial||
0920  1251|medicago_minima|Faba|Faba|Faba|N||s|-1.97|20.0||a||Th||h|0||8|4||0.0|55-60|0.0|<45||54.0|0.0|7.0|3.9|16.5|623.0||8|9.0|3.0|7.0|2.0|0.0|Stace (1991)|||
0920  1249|medicago_polymorpha|Faba|Faba|Faba|N||s|-1.34|60.0||a||Th||h|0||9|2||1.0|50-55|0.0|<45||118.0|0.0|12.0|5.0|16.4|801.0||8|9.0|4.0|5.0|5.0|0.0|Stace (1997)|||
0920  7129|medicago_sativa|Faba|Faba|Faba|N||s|-0.56|90.0||p||hc||h|0|Rhiz1|8|4|c|0.0|60-65|0.0|<45||54.0|0.0|0.0|3.5|16.2|604.0||3, 6|7.0|4.0|6.0|5.0|0.0|Stace (1997)||The indigenous form falcata is shortly creeping|
0920  1248|medicago_sativa_subsp.falcata|Faba|Faba|Faba|N||s||60.0||p||hc||h|Rhiz1||8|4|c||||||54.0|0.0|0.0|3.5|16.2|604.0||3|8.0|3.0|7.0|3.0|0.0|CTW (1962)|||
0920  1252|medicago_sativa_subsp.sativa|Faba|Faba|Faba|AN||||90.0||p||hc||h|0|||||||||Crop|1065.0|17.0|9.0|3.8|15.8|768.0||3, 6|7.0|4.0|6.0|5.0|0.0|CTW (1962)|||
0920  1254|melampyrum_arvense|Scro|Orob|Lami|AN|||-0.49|60.0||a||Th||h|0||7|3|c|||||Eur|50.0|0.0|0.0|3.6|16.2|692.0||3, 4, 16|7.0|4.0|8.0|3.0|0.0|Stace (1997)|||
0920  1255|melampyrum_cristatum|Scro|Orob|Lami|N||r|-0.88|50.0||a||Th||h|0||7|4|c|0.0|60-65|0.0|<45||62.0|0.0|0.0|3.4|16.3|606.0||3|6.0|3.0|8.0|2.0|0.0|Stace (1997)|||
0920  1256|melampyrum_pratense|Scro|Orob|Lami|N||n|-0.88|60.0||a||Th||h|0||5|4||0.0|>65|0.0|<45||1696.0|323.0|0.0|3.2|14.3|1220.0||1, 2|5.0|5.0|2.0|3.0|0.0|Stace (1997)|||
0920  1257|melampyrum_sylvaticum|Scro|Orob|Lami|N||r|-0.58|35.0||a||Th||h|0||4|3||0.0|>65|0.0|<45||75.0|20.0|0.0|1.5|12.5|1532.0||1, 16|4.0|5.0|2.0|2.0|0.0|Stace (1997)|||
0920  1262|melica_nutans|Poac|Poac|Poal|N||n|-0.17|60.0||p||hc||h|Rhiz1||5|5|c|0.0|>65|0.0|<45||408.0|0.0|0.0|1.9|13.0|1483.0||1, 7, 16|4.0|5.0|7.0|3.0|0.0|Stace (1997)|||
0920  1263|melica_uniflora|Poac|Poac|Poal|N||n|-0.04|60.0||p||hc||h|Rhiz1||7|3||0.0|60-65|0.0|<45||1511.0|246.0|0.0|3.5|15.0|1015.0||1|4.0|5.0|7.0|5.0|0.0|Stace (1997)|||
0920  1264|melilotus_albus|Faba|Faba|Faba|AN|||-0.2|150.0||b|a|hc|Th|h|0|||||||||Eur?, As1?|913.0|15.0|7.0|3.7|15.8|778.0||3|9.0|3.0|7.0|4.0|0.0|Stace (1991)|The books say annual or biennial; given its size, I guess biennial more common||
0920  1265|melilotus_altissimus|Faba|Faba|Faba|AR|||0.73|150.0||b||hc||h|0||7|3|||||||1122.0|16.0|3.0|3.8|15.8|785.0||3, 17|8.0|6.0|7.0|7.0|0.0|Stace (1991)|||
0920  1266|melilotus_indicus|Faba|Faba|Faba|AN|||-1.59|40.0||a||Th||h|0|||||||||Eur, As1|427.0|12.0|10.0|3.8|15.7|790.0||3, 17|9.0|5.0|7.0|7.0|2.0|Stace (1991)|||
0920  1267|melilotus_officinalis|Faba|Faba|Faba|AN|||0.02|150.0||b||hc||h|0|||||||||Eur?, As1?|1142.0|26.0|7.0|3.7|15.7|790.0||3, 17|8.0|5.0|7.0|5.0|0.0|Stace (1991)|||
